# Program:featureCounts v1.6.3; Command:"/usr/bin/featureCounts" "-p" "-g" "gene_id" "-a" "/scratch_tmp/grp/msc_appbio/group8/data/raw/ncbi_dataset/data/GCF_000146045.2/genomic.gtf" "-o" "/scratch_tmp/grp/msc_appbio/group8/output/alignment_SRR1166443/counts.txt" "/scratch_tmp/grp/msc_appbio/group8/output/alignment_SRR1166443/theAlignmentAligned.sortedByCoord.out.bam" 
Geneid	Chr	Start	End	Strand	Length	/scratch_tmp/grp/msc_appbio/group8/output/alignment_SRR1166443/theAlignmentAligned.sortedByCoord.out.bam
YOL077W-A	NC_001147.6	185438	185644	+	207	2412
YOL077C	NC_001147.6	185848	186723	-	876	3467
YOL076W	NC_001147.6	187024	189414	+	2391	2292
YOL075C	NC_001147.6	189658	193542	-	3885	2439
YOL073C	NC_001147.6	193832	194800	-	969	2564
YOL072W	NC_001147.6	194970	196337	+	1368	1929
YOL071W	NC_001147.6	196507	196995	+	489	1741
YOL070C	NC_001147.6	197220	198725	-	1506	3496
YOL069W	NC_001147.6	198942	200297	+	1356	1212
YOL068C	NC_001147.6	200368	201879	-	1512	4828
YOL067C	NC_001147.6	201985	202518	-	534	1137
YOL066C	NC_001147.6	202696	204471	-	1776	3258
YOL065C	NC_001147.6	204731	205885	-	1155	2022
YOL064C	NC_001147.6	206103	207176	-	1074	25278
YOL063C	NC_001147.6	207392	210265	-	2874	2801
YOL062C	NC_001147.6	210520	211995	-	1476	4750
YOL061W	NC_001147.6	212244	213734	+	1491	6083
YOL060C	NC_001147.6	214017	216137	-	2121	5731
YOL059W	NC_001147.6	217126	218448	+	1323	8511
YOL058W	NC_001147.6	219211	220473	+	1263	76633
YOL057W	NC_001147.6	220767	222902	+	2136	4832
YOL056W	NC_001147.6	223268	224179	+	912	1981
YOL055C	NC_001147.6	224420	226075	-	1656	45132
YNCO0004C	NC_001147.6	226611	226681	-	71	4
YNCO0005W	NC_001147.6	228331	228404	+	74	1
YOL054W	NC_001147.6	228614	229834	+	1221	2000
YOL053W	NC_001147.6	230085	231272	+	1188	2193
YOL052C-A	NC_001147.6	231570	231755	-	186	3026
YOL052C	NC_001147.6	232446	233636	-	1191	2115
YNCO0006W	NC_001147.6	234346	234546	+	201	39
YOL051W	NC_001147.6	234940	238185	+	3246	7084
YOL049W	NC_001147.6	238619	240094	+	1476	5289
YOL048C	NC_001147.6;NC_001147.6	240204;241026	240947;241310	-;-	1029	2309
YOL047C	NC_001147.6;NC_001147.6	241614;242505	242441;242747	-;-	1071	1154
YOL045W	NC_001147.6	243497	246802	+	3306	3368
YOL044W	NC_001147.6	247150	248301	+	1152	1662
YOL043C	NC_001147.6	248392	249534	-	1143	1805
YOL042W	NC_001147.6	249825	250916	+	1092	1617
YOL041C	NC_001147.6	251267	252646	-	1380	4681
YOL040C	NC_001147.6	253149	253577	-	429	28644
YOL039W	NC_001147.6	254297	254617	+	321	16789
YOL038C-A	NC_001147.6	254926	255021	-	96	140
YOL038W	NC_001147.6	255337	256101	+	765	10636
YOL036W	NC_001147.6	256745	259030	+	2286	5742
YNCO0007W	NC_001147.6	259489	259578	+	90	31
YOL034W	NC_001147.6	259923	263204	+	3282	1981
YOL033W	NC_001147.6	263475	265085	+	1611	1303
YOL032W	NC_001147.6	265429	266169	+	741	1529
YOL031C	NC_001147.6	266264	267529	-	1266	3293
YOL030W	NC_001147.6	268187	269641	+	1455	13147
YOL029C	NC_001147.6	269815	270420	-	606	925
YOL028C	NC_001147.6	270633	271370	-	738	984
YOL027C	NC_001147.6	272003	273724	-	1722	7700
YOL026C	NC_001147.6	274012	274353	-	342	2710
YNCO0008W	NC_001147.6;NC_001147.6	274673;274729	274709;274773	+;+	82	3
YOL025W	NC_001147.6	274957	276939	+	1983	1854
YOL024W	NC_001147.6	277086	277604	+	519	94
YOL023W	NC_001147.6	278056	280086	+	2031	2058
YOL022C	NC_001147.6	280272	281498	-	1227	2407
YNCO0009W	NC_001147.6	282164	282234	+	71	2
YOL021C	NC_001147.6	282421	285426	-	3006	4535
YOL020W	NC_001147.6	286172	287950	+	1779	4058
YNCO0010W	NC_001147.6;NC_001147.6	288192;288245	288230;288280	+;+	75	0
YOL019W-A	NC_001147.6	288420	288572	+	153	4
YOL019W	NC_001147.6	288898	290553	+	1656	3100
YOL018C	NC_001147.6	290881	292074	-	1194	3526
YOL017W	NC_001147.6	292529	294673	+	2145	1509
YOL016C	NC_001147.6	294777	296120	-	1344	6797
YOL015W	NC_001147.6	297078	298838	+	1761	1411
YOL014W	NC_001147.6	299693	300067	+	375	999
YNCO0011W	NC_001147.6;NC_001147.6	301097;301163	301132;301198	+;+	72	12
YOL013C	NC_001147.6	301380	303035	-	1656	3009
YOL012C	NC_001147.6	303579	303983	-	405	4111
YOL011W	NC_001147.6	305349	307409	+	2061	2673
YOL010W	NC_001147.6	307938	309041	+	1104	2825
YOL009C	NC_001147.6	309324	310139	-	816	1022
YOL008W	NC_001147.6	310312	310935	+	624	859
YOL007C	NC_001147.6	311342	312367	-	1026	1939
YOL006C	NC_001147.6	313078	315387	-	2310	5492
YOL005C	NC_001147.6	315813	316175	-	363	3207
YOL004W	NC_001147.6	316938	321548	+	4611	4339
YOL003C	NC_001147.6	321858	322994	-	1137	1221
YOL002C	NC_001147.6	323411	324364	-	954	10559
YOL001W	NC_001147.6	325249	326130	+	882	1421
YOR001W	NC_001147.6	326832	329033	+	2202	3199
YOR002W	NC_001147.6	329417	331051	+	1635	4858
YOR003W	NC_001147.6	331455	332891	+	1437	1187
YOR004W	NC_001147.6	333592	334356	+	765	2038
YOR005C	NC_001147.6	334509	337343	-	2835	1872
YOR006C	NC_001147.6	337680	338621	-	942	2405
YOR007C	NC_001147.6	338938	339978	-	1041	13013
YNCO0012C	NC_001147.6	340299	340371	-	73	1
YOR008C	NC_001147.6	341278	342414	-	1137	5553
YOR008C-A	NC_001147.6	342857	343081	-	225	19
YOR009W	NC_001147.6	344335	345798	+	1464	55490
YOR010C	NC_001147.6	346195	346950	-	756	28425
YOR011W	NC_001147.6	349679	353863	+	4185	40011
YNCO0013C	NC_001147.6	354041	354113	-	73	0
YOR011W-A	NC_001147.6	355652	355858	+	207	265
YOR012W	NC_001147.6	356543	356956	+	414	1847
YOR014W	NC_001147.6	357674	359947	+	2274	5005
YOR015W	NC_001147.6	359993	360352	+	360	804
YOR016C	NC_001147.6	360461	361084	-	624	2062
YOR017W	NC_001147.6	361412	363814	+	2403	1697
YOR018W	NC_001147.6	364369	366882	+	2514	1933
YOR019W	NC_001147.6	368127	370319	+	2193	2173
YOR020C	NC_001147.6	370524	370844	-	321	9169
YOR020W-A	NC_001147.6	371685	371957	+	273	3434
YOR021C	NC_001147.6	372798	373439	-	642	2923
YOR022C	NC_001147.6	373710	375857	-	2148	1316
YOR023C	NC_001147.6	376012	377712	-	1701	3027
YOR025W	NC_001147.6	378219	379562	+	1344	3923
YOR026W	NC_001147.6	379781	380806	+	1026	1964
YOR027W	NC_001147.6	381053	382822	+	1770	6901
YOR028C	NC_001147.6	383533	384420	-	888	629
YOR029W	NC_001147.6	384600	384935	+	336	47
YOR030W	NC_001147.6	386825	388684	+	1860	2210
YOR031W	NC_001147.6	389213	389422	+	210	2683
YOR032C	NC_001147.6	389771	391075	-	1305	3169
YOR032W-A	NC_001147.6	392176	392376	+	201	158
YOR033C	NC_001147.6	392416	394524	-	2109	2409
YOR034C	NC_001147.6	394837	397086	-	2250	3608
YOR034C-A	NC_001147.6	397426	397668	-	243	116
YOR035C	NC_001147.6	397735	400104	-	2370	2335
YOR036W	NC_001147.6	400348	401214	+	867	3859
YOR037W	NC_001147.6	401555	402655	+	1101	1288
YOR038C	NC_001147.6	402761	405388	-	2628	1902
YOR039W	NC_001147.6	405768	406544	+	777	2997
YOR040W	NC_001147.6	407064	407921	+	858	2699
YNCO0014C	NC_001147.6	407948	408134	-	187	605
YOR042W	NC_001147.6	408425	409660	+	1236	7485
YNCO0015C	NC_001147.6	409765	409864	-	100	134
YOR043W	NC_001147.6	410870	412330	+	1461	7820
YOR044W	NC_001147.6	413007	413480	+	474	2351
YOR045W	NC_001147.6	413852	414037	+	186	2278
YOR046C	NC_001147.6	414459	415907	-	1449	5559
YOR047C	NC_001147.6	416347	417681	-	1335	5042
YOR048C	NC_001147.6	418630	421650	-	3021	4882
YOR049C	NC_001147.6	422668	423732	-	1065	3203
YOR051C	NC_001147.6	424846	426084	-	1239	5994
YOR052C	NC_001147.6	426772	427224	-	453	2474
YOR054C	NC_001147.6	427833	429857	-	2025	4170
YOR056C	NC_001147.6	430247	431626	-	1380	3977
YOR057W	NC_001147.6	432186	433373	+	1188	3922
YOR058C	NC_001147.6	433688	436345	-	2658	2363
YNCO0016W	NC_001147.6;NC_001147.6	438643;438703	438679;438738	+;+	73	6
YOR059C	NC_001147.6	438906	440258	-	1353	4205
YOR060C	NC_001147.6	440390	441163	-	774	970
YOR061W	NC_001147.6	441534	442553	+	1020	4404
YOR062C	NC_001147.6	442725	443531	-	807	3379
YOR063W	NC_001147.6	444686	445849	+	1164	110490
YOR064C	NC_001147.6	446079	446738	-	660	1327
YOR065W	NC_001147.6	447439	448368	+	930	1858
YOR066W	NC_001147.6	449436	451325	+	1890	2874
YOR067C	NC_001147.6	451729	453462	-	1734	3102
YOR069W	NC_001147.6	453768	455795	+	2028	2990
YOR068C	NC_001147.6	453869	454213	-	345	0
YOR070C	NC_001147.6	455907	457820	-	1914	3479
YOR071C	NC_001147.6	459480	461276	-	1797	10832
YOR072W	NC_001147.6	461502	461816	+	315	204
YNCO0017W	NC_001147.6;NC_001147.6	464450;464516	464485;464551	+;+	72	1
YOR072W-B	NC_001147.6	464469	464630	+	162	0
YOR073W	NC_001147.6	464771	466543	+	1773	1240
YOR074C	NC_001147.6	466675	467589	-	915	2053
YOR075W	NC_001147.6	468212	469252	+	1041	1637
YOR076C	NC_001147.6	469377	471620	-	2244	2144
YOR077W	NC_001147.6	471899	472597	+	699	663
YOR078W	NC_001147.6	472725	473369	+	645	3150
YOR079C	NC_001147.6	473475	474416	-	942	2012
YOR080W	NC_001147.6	474594	476792	+	2199	2181
YOR081C	NC_001147.6	476939	479188	-	2250	3486
YOR083W	NC_001147.6	479533	480420	+	888	1096
YOR084W	NC_001147.6	480587	481750	+	1164	1609
YOR085W	NC_001147.6	482033	483085	+	1053	5169
YOR086C	NC_001147.6	483219	486779	-	3561	6851
YNCO0018W	NC_001147.6	487439	487512	+	74	1
YOR087W	NC_001147.6	487707	489734	+	2028	2332
YOR089C	NC_001147.6	490196	490828	-	633	5549
YOR090C	NC_001147.6	491123	492841	-	1719	3401
YOR091W	NC_001147.6	493433	494470	+	1038	3267
YOR092W	NC_001147.6	495127	496968	+	1842	4455
YOR093C	NC_001147.6	497506	502452	-	4947	1976
YOR094W	NC_001147.6	502795	503346	+	552	1435
YOR095C	NC_001147.6	503552	504328	-	777	1370
YOR096W	NC_001147.6;NC_001147.6	505794;506339	505937;506767	+;+	573	23838
YOR097C	NC_001147.6	506978	507505	-	528	1367
YOR098C	NC_001147.6	507948	511178	-	3231	4156
YOR099W	NC_001147.6	511825	513006	+	1182	11782
YOR100C	NC_001147.6	513295	514278	-	984	1384
YOR101W	NC_001147.6	515244	516173	+	930	2204
YOR103C	NC_001147.6	516449	516841	-	393	3164
YOR104W	NC_001147.6	517642	518490	+	849	1359
YOR105W	NC_001147.6	518195	518521	+	327	65
YOR106W	NC_001147.6	519121	519972	+	852	2557
YOR107W	NC_001147.6	521353	522282	+	930	3377
YOR108W	NC_001147.6	523027	524841	+	1815	5014
YOR109W	NC_001147.6	525278	528601	+	3324	4205
YOR110W	NC_001147.6	528941	530248	+	1308	2479
YOR111W	NC_001147.6	530429	531127	+	699	976
YOR112W	NC_001147.6	531508	533793	+	2286	2215
YOR113W	NC_001147.6	534075	536819	+	2745	2539
YOR114W	NC_001147.6	537570	538454	+	885	630
YOR115C	NC_001147.6	538659	539465	-	807	3026
YOR116C	NC_001147.6	539763	544145	-	4383	3387
YOR117W	NC_001147.6	545029	546333	+	1305	6846
YOR118W	NC_001147.6	546857	548560	+	1704	3135
YOR119C	NC_001147.6	548792	550246	-	1455	2356
YOR120W	NC_001147.6	551114	552052	+	939	4376
YOR122C	NC_001147.6;NC_001147.6	552298;552875	552665;552887	-;-	381	17125
YOR123C	NC_001147.6	553176	554570	-	1395	5693
YOR124C	NC_001147.6	554824	558642	-	3819	3971
YOR125C	NC_001147.6	559030	559731	-	702	2398
YOR126C	NC_001147.6	559961	560677	-	717	2106
YOR127W	NC_001147.6	561170	564193	+	3024	3697
YOR128C	NC_001147.6	564476	566191	-	1716	15406
YOR129C	NC_001147.6	566877	569558	-	2682	1479
YOR130C	NC_001147.6	569929	570807	-	879	4291
YNCO0019W	NC_001147.6	571958	572029	+	72	3
YOR131C	NC_001147.6	572182	572838	-	657	2633
YOR132W	NC_001147.6	573175	574830	+	1656	2949
YOR133W	NC_001147.6	575098	577626	+	2529	2433
YOR134W	NC_001147.6	578564	579793	+	1230	1231
YOR136W	NC_001147.6	580250	581359	+	1110	12633
YOR137C	NC_001147.6	581813	583681	-	1869	3365
YOR138C	NC_001147.6	584309	586324	-	2016	6541
YOR140W	NC_001147.6	586981	589281	+	2301	2018
YOR141C	NC_001147.6	589942	592587	-	2646	3825
YOR142W	NC_001147.6	593057	594046	+	990	6788
YNCO0020C	NC_001147.6	594354	594425	-	72	6
YOR142W-B	NC_001147.6	595112	600380	+	5269	6
YOR142W-A	NC_001147.6	595112	596434	+	1323	0
YOR143C	NC_001147.6	601383	602342	-	960	2946
YOR144C	NC_001147.6	602717	605092	-	2376	1324
YOR145C	NC_001147.6	605347	606171	-	825	6059
YOR147W	NC_001147.6	606607	608475	+	1869	2736
YOR148C	NC_001147.6	608640	609197	-	558	2478
YOR149C	NC_001147.6	609838	611388	-	1551	1663
YOR150W	NC_001147.6	611999	612490	+	492	2792
YOR151C	NC_001147.6	612997	616671	-	3675	8496
YOR152C	NC_001147.6	617518	618288	-	771	1367
YOR153W	NC_001147.6	619840	624375	+	4536	11826
YOR154W	NC_001147.6	624729	626492	+	1764	1214
YOR155C	NC_001147.6	626628	627980	-	1353	3847
YOR156C	NC_001147.6	628360	630540	-	2181	873
YOR157C	NC_001147.6	630966	631751	-	786	5870
YOR158W	NC_001147.6	632164	633120	+	957	2432
YOR159C	NC_001147.6	633282	633566	-	285	1255
YOR160W	NC_001147.6	633839	636757	+	2919	2496
YOR161C	NC_001147.6	636939	638558	-	1620	4342
YOR161C-C	NC_001147.6	639121	639267	-	147	45
YOR162C	NC_001147.6	639560	641992	-	2433	2149
YOR163W	NC_001147.6	642741	643307	+	567	2800
YOR164C	NC_001147.6	643394	644332	-	939	3942
YOR165W	NC_001147.6	644566	646896	+	2331	4971
YOR166C	NC_001147.6	647126	648502	-	1377	2022
YOR167C	NC_001147.6	648804	649007	-	204	16316
YOR168W	NC_001147.6	649303	651732	+	2430	6720
YOR171C	NC_001147.6	652010	653884	-	1875	3040
YOR172W	NC_001147.6	654210	656570	+	2361	1536
YOR173W	NC_001147.6	657264	658325	+	1062	7287
YOR174W	NC_001147.6	658747	659601	+	855	2218
YOR175C	NC_001147.6	659815	661674	-	1860	10898
YOR176W	NC_001147.6	662401	663582	+	1182	4516
YNCO0021C	NC_001147.6	663812	663885	-	74	1
YOR177C	NC_001147.6	665785	667179	-	1395	1306
YOR178C	NC_001147.6	667860	670241	-	2382	1740
YOR179C	NC_001147.6	671845	672411	-	567	1651
YOR180C	NC_001147.6	674352	675167	-	816	821
YOR181W	NC_001147.6	675939	677840	+	1902	1648
YOR182C	NC_001147.6;NC_001147.6	678191;678791	678379;678793	-;-	192	9061
YOR183W	NC_001147.6	678872	679261	+	390	98
YOR184W	NC_001147.6	679357	680544	+	1188	41162
YNCO0022C	NC_001147.6	680685	680866	-	182	157
YOR185C	NC_001147.6	681444	682106	-	663	4913
YOR186W	NC_001147.6	683111	683545	+	435	472
YOR187W	NC_001147.6	684030	685343	+	1314	7936
YOR188W	NC_001147.6	685767	689180	+	3414	2146
YOR189W	NC_001147.6	689624	689974	+	351	2256
YOR190W	NC_001147.6	690695	692032	+	1338	1301
YOR191W	NC_001147.6	692475	697334	+	4860	3263
YOR192C	NC_001147.6	698768	700567	-	1800	3314
YOR192C-C	NC_001147.6	703988	704224	-	237	15
YOR192C-B	NC_001147.6	704419	709732	-	5314	60
YOR192C-A	NC_001147.6	708416	709732	-	1317	0
YNCO0023W	NC_001147.6	710201	710272	+	72	5
YOR193W	NC_001147.6	710446	711576	+	1131	1685
YOR194C	NC_001147.6	711683	712543	-	861	3913
YOR195W	NC_001147.6	712866	715331	+	2466	2086
YOR196C	NC_001147.6	715593	716837	-	1245	4638
YOR197W	NC_001147.6	717086	718384	+	1299	4816
YOR198C	NC_001147.6	718653	720065	-	1413	8068
YOR201C	NC_001147.6	720470	721708	-	1239	13293
YOR202W	NC_001147.6	721946	722608	+	663	571208
YOR204W	NC_001147.6	722911	724725	+	1815	5011
YOR205C	NC_001147.6	725564	727234	-	1671	2391
YOR206W	NC_001147.6	727512	729644	+	2133	4352
YOR207C	NC_001147.6	730008	733457	-	3450	3671
YOR208W	NC_001147.6	733925	736177	+	2253	2155
YOR209C	NC_001147.6	736437	737726	-	1290	11481
YOR210W	NC_001147.6	738320	738532	+	213	3451
YOR211C	NC_001147.6	738924	741569	-	2646	2399
YOR212W	NC_001147.6	742910	744181	+	1272	6233
YOR213C	NC_001147.6	744535	745281	-	747	2071
YOR214C	NC_001147.6	745593	746303	-	711	411
YOR215C	NC_001147.6	746725	747282	-	558	2100
YOR216C	NC_001147.6	747525	748979	-	1455	2545
YOR217W	NC_001147.6	749301	751886	+	2586	3911
YOR219C	NC_001147.6	752214	755009	-	2796	2935
YOR220W	NC_001147.6	755328	756125	+	798	4029
YOR221C	NC_001147.6	756476	757558	-	1083	7131
YOR222W	NC_001147.6	758330	759253	+	924	7812
YNCO0024C	NC_001147.6	759326	759529	-	204	225
YOR223W	NC_001147.6	759782	760660	+	879	1719
YOR224C	NC_001147.6	760825	761265	-	441	5316
YOR226C	NC_001147.6	761614	762084	-	471	7666
YOR227W	NC_001147.6	762825	766565	+	3741	6340
YOR228C	NC_001147.6	766869	767777	-	909	1803
YOR229W	NC_001147.6	768409	769812	+	1404	3146
YOR230W	NC_001147.6	770800	772113	+	1314	38026
YOR231W	NC_001147.6	772601	774127	+	1527	2975
YOR232W	NC_001147.6	774573	775259	+	687	4584
YOR233W	NC_001147.6	775846	778248	+	2403	3489
YOR234C	NC_001147.6;NC_001147.6	778555;779387	778859;779405	-;-	324	9785
YOR235W	NC_001147.6	779870	780184	+	315	49
YNCO0025W	NC_001147.6	780107	780596	+	490	663
YOR236W	NC_001147.6	780906	781541	+	636	2396
YOR237W	NC_001147.6	781994	783298	+	1305	7048
YOR238W	NC_001147.6	783677	784588	+	912	2173
YOR239W	NC_001147.6	784857	786744	+	1888	6256
YOR241W	NC_001147.6	786995	788641	+	1647	4305
YOR242C	NC_001147.6	788742	789857	-	1116	634
YOR243C	NC_001147.6	790211	792241	-	2031	3766
YOR244W	NC_001147.6	792531	793868	+	1338	2457
YOR245C	NC_001147.6	794076	795332	-	1257	2256
YOR246C	NC_001147.6	795801	796793	-	993	6607
YOR247W	NC_001147.6	797676	798308	+	633	15820
YOR249C	NC_001147.6	798674	800731	-	2058	1793
YOR250C	NC_001147.6	800970	802307	-	1338	1579
YOR251C	NC_001147.6	802550	803464	-	915	4069
YOR252W	NC_001147.6	803667	804203	+	537	2206
YOR253W	NC_001147.6	804377	804907	+	531	1991
YOR254C	NC_001147.6	805032	807023	-	1992	6380
YOR255W	NC_001147.6	807271	808107	+	837	274
YOR256C	NC_001147.6	808254	810683	-	2430	3018
YOR257W	NC_001147.6	811008	811493	+	486	1832
YOR258W	NC_001147.6	811671	812324	+	654	672
YOR259C	NC_001147.6	812395	813708	-	1314	9235
YOR260W	NC_001147.6	813984	815720	+	1737	4014
YOR261C	NC_001147.6	815915	816931	-	1017	7639
YOR262W	NC_001147.6	817292	818335	+	1044	3506
YOR264W	NC_001147.6	818866	820158	+	1293	5770
YOR265W	NC_001147.6	820454	820774	+	321	1503
YOR266W	NC_001147.6	821023	822294	+	1272	1611
YOR267C	NC_001147.6	822588	824867	-	2280	3933
YOR268C	NC_001147.6	825534	825932	-	399	26
YOR269W	NC_001147.6	826385	827869	+	1485	1812
YOR270C	NC_001147.6	828052	830574	-	2523	20404
YOR271C	NC_001147.6	831059	832042	-	984	7065
YNCO0026W	NC_001147.6	832332	832521	+	190	101
YOR272W	NC_001147.6	832813	834195	+	1383	3351
YOR273C	NC_001147.6	834452	836431	-	1980	3885
YOR274W	NC_001147.6	837674	838960	+	1287	2414
YOR275C	NC_001147.6	839084	841069	-	1986	3683
YOR276W	NC_001147.6	841333	841818	+	486	5551
YNCO0027C	NC_001147.6	841958	842182	-	225	618
YNCO0028W	NC_001147.6	842403	842606	+	204	77
YOR278W	NC_001147.6	842817	843644	+	828	1236
YOR279C	NC_001147.6	843698	844630	-	933	1171
YOR280C	NC_001147.6	844992	845792	-	801	1628
YOR281C	NC_001147.6	846269	847129	-	861	2600
YOR283W	NC_001147.6	847453	848145	+	693	4811
YOR284W	NC_001147.6	848478	849209	+	732	925
YOR285W	NC_001147.6	849635	850054	+	420	8613
YOR286W	NC_001147.6	850280	850729	+	450	2962
YOR287C	NC_001147.6	850937	851839	-	903	1869
YOR288C	NC_001147.6	852121	853077	-	957	1989
YOR289W	NC_001147.6	853357	854112	+	756	3188
YNCO0029C	NC_001147.6	854187	854259	-	73	7
YOR290C	NC_001147.6	855147	860258	-	5112	5452
YOR291W	NC_001147.6	861175	865593	+	4419	2689
YOR292C	NC_001147.6	865653	866582	-	930	2521
YOR293W	NC_001147.6;NC_001147.6	867098;867587	867149;867852	+;+	318	21392
YOR293C-A	NC_001147.6	867998	868147	-	150	14
YOR294W	NC_001147.6	868340	868951	+	612	3501
YOR295W	NC_001147.6	869208	869894	+	687	1065
YOR296W	NC_001147.6	870202	874071	+	3870	1622
YOR297C	NC_001147.6	874743	875321	-	579	1348
YOR298W	NC_001147.6	875599	877038	+	1440	1097
YOR298C-A	NC_001147.6	877230	877685	-	456	12137
YOR299W	NC_001147.6	878435	880675	+	2241	4128
YOR301W	NC_001147.6	880965	882272	+	1308	1521
YOR302W	NC_001147.6	882765	882842	+	78	3608
YOR303W	NC_001147.6	882899	884134	+	1236	56028
YOR304W	NC_001147.6	884514	887876	+	3363	4027
YOR304C-A	NC_001147.6	888520	888750	-	231	1033
YOR305W	NC_001147.6	889022	889750	+	729	2134
YOR306C	NC_001147.6	889867	891432	-	1566	8973
YOR307C	NC_001147.6	892731	894092	-	1362	2581
YOR308C	NC_001147.6	894624	896387	-	1764	1276
YOR310C	NC_001147.6	896825	898360	-	1536	8508
YOR311C	NC_001147.6	899056	899928	-	873	4159
YOR312C	NC_001147.6;NC_001147.6	900250;901194	900767;901194	-;-	519	24160
YOR313C	NC_001147.6	901858	902874	-	1017	777
YOR314W	NC_001147.6	903043	903372	+	330	84
YOR315W	NC_001147.6	904760	905800	+	1041	4469
YOR316C	NC_001147.6	906236	907555	-	1320	8277
YOR316C-A	NC_001147.6	907726	907935	-	210	76
YOR317W	NC_001147.6	909343	911445	+	2103	9816
YOR319W	NC_001147.6	912822	913463	+	642	2197
YOR320C	NC_001147.6	913619	915094	-	1476	3772
YOR321W	NC_001147.6	916030	918291	+	2262	3694
YOR322C	NC_001147.6	918606	921062	-	2457	4399
YOR323C	NC_001147.6	921535	922905	-	1371	11497
YOR324C	NC_001147.6	923232	925040	-	1809	2840
YOR326W	NC_001147.6	925721	930445	+	4725	8709
YOR327C	NC_001147.6	930734	931081	-	348	5902
YOR328W	NC_001147.6	931803	936497	+	4695	1852
YOR329C	NC_001147.6	936731	939349	-	2619	2978
YOR330C	NC_001147.6	939621	943385	-	3765	3512
YOR332W	NC_001147.6	943656	944357	+	702	18923
YOR334W	NC_001147.6	944596	946008	+	1413	2346
YOR335C	NC_001147.6	946233	949109	-	2877	12601
YOR336W	NC_001147.6	949773	953870	+	4098	2818
YOR337W	NC_001147.6	954344	956623	+	2280	6762
YOR338W	NC_001147.6	956898	957989	+	1092	2805
YOR339C	NC_001147.6	958362	958832	-	471	1062
YOR340C	NC_001147.6	959202	960182	-	981	2171
YOR341W	NC_001147.6	960987	965981	+	4995	5469
YOR342C	NC_001147.6	966666	967625	-	960	2257
YOR343C	NC_001147.6	968148	968474	-	327	201
YOR343W-B	NC_001147.6	970578	975891	+	5314	487
YOR343W-A	NC_001147.6	970578	971894	+	1317	0
YNCO0030W	NC_001147.6	976421	976493	+	73	7
YOR344C	NC_001147.6	977194	978069	-	876	4600
YNCO0031W	NC_001147.6;NC_001147.6	980683;980752	980718;980787	+;+	72	1
YOR346W	NC_001147.6	981828	984785	+	2958	2516
YOR347C	NC_001147.6	984942	986462	-	1521	2405
YOR348C	NC_001147.6	986899	988782	-	1884	538
YOR349W	NC_001147.6	989789	992833	+	3045	1154
YOR350C	NC_001147.6	992864	994855	-	1992	2132
YOR351C	NC_001147.6	995018	996511	-	1494	196
YOR352W	NC_001147.6	997213	998244	+	1032	1407
YOR353C	NC_001147.6	998453	1000828	-	2376	2642
YOR354C	NC_001147.6	1001147	1003225	-	2079	3068
YOR355W	NC_001147.6	1005137	1006705	+	1569	4992
YOR356W	NC_001147.6	1007221	1009116	+	1896	1249
YOR357C	NC_001147.6	1009224	1009712	-	489	2349
YOR358W	NC_001147.6	1010161	1010889	+	729	1909
YOR359W	NC_001147.6	1011189	1012760	+	1572	1973
YOR360C	NC_001147.6	1013241	1014821	-	1581	7716
YOR361C	NC_001147.6	1015361	1017652	-	2292	8687
YOR362C	NC_001147.6	1017880	1018746	-	867	9145
YOR363C	NC_001147.6	1020222	1023212	-	2991	2839
YOR365C	NC_001147.6	1023461	1025572	-	2112	956
YOR367W	NC_001147.6	1026007	1026609	+	603	2586
YOR368W	NC_001147.6	1026843	1028048	+	1206	1533
YOR369C	NC_001147.6	1028194	1028625	-	432	43311
YOR370C	NC_001147.6	1029183	1030994	-	1812	6680
YOR371C	NC_001147.6	1031489	1034182	-	2694	2024
YOR372C	NC_001147.6	1034807	1036471	-	1665	2973
YOR373W	NC_001147.6	1036834	1039389	+	2556	1936
YOR374W	NC_001147.6	1039840	1041399	+	1560	9187
YOR375C	NC_001147.6	1041678	1043042	-	1365	44862
YOR376W	NC_001147.6	1043191	1043559	+	369	142
YOR376W-A	NC_001147.6	1045196	1045351	+	156	296
YOR377W	NC_001147.6	1046226	1047803	+	1578	4927
YOR378W	NC_001147.6	1049511	1051058	+	1548	919
YOR380W	NC_001147.6	1051290	1052930	+	1641	1940
YOR381W	NC_001147.6	1055545	1057680	+	2136	2088
YOR381W-A	NC_001147.6	1058423	1058590	+	168	57
YOR382W	NC_001147.6	1059531	1059992	+	462	33419
YOR383C	NC_001147.6	1060441	1061055	-	615	90031
YOR384W	NC_001147.6	1061564	1063648	+	2085	4878
YOR385W	NC_001147.6	1065043	1065915	+	873	1504
YOR386W	NC_001147.6	1066839	1068536	+	1698	2515
YOR387C	NC_001147.6	1069621	1070241	-	621	79043
YOR388C	NC_001147.6	1071793	1072923	-	1131	53
YOR389W	NC_001147.6	1074213	1076087	+	1875	910
YOR390W	NC_001147.6	1076784	1077911	+	1128	183
YOR391C	NC_001147.6	1078545	1079258	-	714	57
YOR393W	NC_001147.6	1080276	1081589	+	1314	0
YOR394W	NC_001147.6	1082718	1083212	+	495	0
YOR394C-A	NC_001147.6	1084202	1084369	-	168	4
YOR396W	NC_001147.6	1085473	1090863	+	5391	10
