# Program:featureCounts v1.6.3; Command:"/usr/bin/featureCounts" "-p" "-g" "gene_id" "-a" "/scratch_tmp/grp/msc_appbio/group8/data/raw/ncbi_dataset/data/GCF_000146045.2/genomic.gtf" "-o" "/scratch_tmp/grp/msc_appbio/group8/output/alignment_SRR1166446/counts.txt" "/scratch_tmp/grp/msc_appbio/group8/output/alignment_SRR1166446/theAlignmentAligned.sortedByCoord.out.bam" 
Geneid	Chr	Start	End	Strand	Length	/scratch_tmp/grp/msc_appbio/group8/output/alignment_SRR1166446/theAlignmentAligned.sortedByCoord.out.bam
YMR073C	NC_001145.3	412268	412873	-	606	1789
YMR074C	NC_001145.3	413036	413473	-	438	3390
YMR075W	NC_001145.3	413982	416036	+	2055	2052
YMR075C-A	NC_001145.3	415688	416053	-	366	15
YMR076C	NC_001145.3	416196	420029	-	3834	2239
YNCM0023C	NC_001145.3	420588	420661	-	74	6
YMR077C	NC_001145.3	421484	422149	-	666	1464
YMR078C	NC_001145.3	422503	424728	-	2226	2095
YMR079W	NC_001145.3;NC_001145.3	424989;425154	424997;426059	+;+	915	4431
YMR080C	NC_001145.3	426712	429627	-	2916	3660
YMR081C	NC_001145.3	430079	431095	-	1017	3622
YMR082C	NC_001145.3	431769	432125	-	357	12
YMR083W	NC_001145.3	434788	435915	+	1128	10475
YMR084W	NC_001145.3	436628	437416	+	789	311
YMR085W	NC_001145.3	437491	438789	+	1299	779
YMR086W	NC_001145.3	439208	442090	+	2883	3364
YMR087W	NC_001145.3	442527	443381	+	855	1005
YMR088C	NC_001145.3	443414	445102	-	1689	3139
YMR089C	NC_001145.3	445609	448086	-	2478	3639
YMR090W	NC_001145.3	449245	449928	+	684	9313
YMR091C	NC_001145.3	450058	451365	-	1308	2597
YMR092C	NC_001145.3	451632	453479	-	1848	7426
YMR093W	NC_001145.3	454015	455556	+	1542	3376
YMR094W	NC_001145.3	455825	457261	+	1437	646
YMR095C	NC_001145.3	457285	457959	-	675	886
YMR096W	NC_001145.3	458408	459301	+	894	8449
YMR097C	NC_001145.3	459424	460527	-	1104	1700
YMR098C	NC_001145.3	460771	462609	-	1839	1453
YNCM0024W	NC_001145.3	463554	463625	+	72	0
YMR099C	NC_001145.3	463934	464827	-	894	4586
YMR100W	NC_001145.3	466300	468162	+	1863	1970
YMR101C	NC_001145.3	468445	469476	-	1032	302
YMR102C	NC_001145.3	469848	472352	-	2505	2394
YMR103C	NC_001145.3	472902	473264	-	363	947
YMR104C	NC_001145.3	473420	475453	-	2034	4003
YMR105C	NC_001145.3	475897	477606	-	1710	31130
YMR105W-A	NC_001145.3	478064	478258	+	195	141
YMR106C	NC_001145.3	478301	480190	-	1890	1120
YNCM0025C	NC_001145.3	480621	480693	-	73	2
YMR106W-A	NC_001145.3	480924	481187	+	264	3684
YMR107W	NC_001145.3	483014	483361	+	348	4843
YMR108W	NC_001145.3	484084	486147	+	2064	19092
YMR109W	NC_001145.3	486587	490246	+	3660	4337
YMR110C	NC_001145.3	490394	491992	-	1599	4744
YMR111C	NC_001145.3	492404	493792	-	1389	1532
YMR112C	NC_001145.3	494100	494495	-	396	792
YMR113W	NC_001145.3	494999	496282	+	1284	1883
YMR114C	NC_001145.3	496343	497449	-	1107	6067
YMR115W	NC_001145.3	497704	499209	+	1506	2403
YMR116C	NC_001145.3;NC_001145.3	499456;500152	499878;500688	-;-	960	30990
YNCM0026C	NC_001145.3	499984	500072	-	89	146
YMR117C	NC_001145.3	501250	501891	-	642	486
YMR118C	NC_001145.3	502144	502734	-	591	4065
YNCM0027W	NC_001145.3;NC_001145.3	504895;504965	504932;505008	+;+	82	3
YMR119W	NC_001145.3	505333	507207	+	1875	3026
YMR120C	NC_001145.3	507502	509280	-	1779	15349
YMR121C	NC_001145.3	509734	510348	-	615	2435
YMR122C	NC_001145.3	510701	511075	-	375	202
YMR122W-A	NC_001145.3	511315	511569	+	255	24699
YMR123W	NC_001145.3	513593	513961	+	369	1418
YMR124W	NC_001145.3	514456	517287	+	2832	2445
YMR125W	NC_001145.3;NC_001145.3	517539;517886	517563;520446	+;+	2586	4801
YMR126C	NC_001145.3	520761	521789	-	1029	1473
YMR127C	NC_001145.3	522329	523345	-	1017	1598
YMR128W	NC_001145.3	523696	527499	+	3804	3332
YMR129W	NC_001145.3	527804	531817	+	4014	2434
YMR130W	NC_001145.3	532119	533027	+	909	1241
YMR131C	NC_001145.3	533163	534698	-	1536	6228
YMR132C	NC_001145.3	534944	535570	-	627	471
YMR133W	NC_001145.3;NC_001145.3	536207;537565	537448;537609	+;+	1287	520
YMR134W	NC_001145.3	537838	538551	+	714	535
YMR135C	NC_001145.3	538689	540056	-	1368	4715
YMR136W	NC_001145.3	541199	542881	+	1683	2500
YMR137C	NC_001145.3	542978	544963	-	1986	1557
YMR138W	NC_001145.3	545155	545730	+	576	449
YMR139W	NC_001145.3	546125	547237	+	1113	2411
YMR140W	NC_001145.3	547714	549183	+	1470	2520
YMR141C	NC_001145.3	549736	550044	-	309	450
YMR142C	NC_001145.3;NC_001145.3	550206;551204	550801;551207	-;-	600	31252
YMR143W	NC_001145.3;NC_001145.3	551928;552496	551951;552903	+;+	432	22877
YMR144W	NC_001145.3	553362	554390	+	1029	1227
YMR145C	NC_001145.3	554793	556475	-	1683	1505
YMR146C	NC_001145.3	557481	558524	-	1044	10375
YMR147W	NC_001145.3;NC_001145.3	559199;560156	559780;560812	+;+	1239	914
YMR148W	NC_001145.3	560366	560812	+	447	0
YMR149W	NC_001145.3	560996	561856	+	861	4096
YMR150C	NC_001145.3	561956	562528	-	573	1272
YMR152W	NC_001145.3	563096	564193	+	1098	4525
YMR153W	NC_001145.3	564435	565862	+	1428	2876
YMR154C	NC_001145.3	565999	568182	-	2184	713
YMR155W	NC_001145.3	568551	570194	+	1644	1556
YMR156C	NC_001145.3	570300	571016	-	717	662
YMR157C	NC_001145.3	571277	572044	-	768	1371
YMR158W	NC_001145.3	572248	572715	+	468	1259
YNCM0028C	NC_001145.3	572883	572955	-	73	4
YMR158C-A	NC_001145.3	573194	573331	-	138	127
YMR159C	NC_001145.3	574476	574928	-	453	419
YMR160W	NC_001145.3	575066	577516	+	2451	1528
YMR161W	NC_001145.3	577718	578392	+	675	2005
YMR162C	NC_001145.3	578951	583921	-	4971	2813
YMR163C	NC_001145.3	584271	586388	-	2118	1285
YNCM0029C	NC_001145.3	586636	586709	-	74	0
YMR164C	NC_001145.3	587274	589550	-	2277	1033
YMR165C	NC_001145.3	590040	592628	-	2589	2438
YMR166C	NC_001145.3	593367	594473	-	1107	672
YMR167W	NC_001145.3	594886	597195	+	2310	1024
YMR168C	NC_001145.3	597332	599158	-	1827	978
YMR169C	NC_001145.3	599352	600872	-	1521	949
YMR170C	NC_001145.3	601562	603082	-	1521	1812
YMR171C	NC_001145.3	603868	605520	-	1653	4120
YMR172W	NC_001145.3	605981	608140	+	2160	2533
YMR173W	NC_001145.3	608689	609981	+	1293	9284
YMR174C	NC_001145.3	610159	610365	-	207	12056
YMR175W	NC_001145.3	611016	611255	+	240	46140
YMR175W-A	NC_001145.3	611314	611508	+	195	2043
YMR176W	NC_001145.3	611740	615975	+	4236	2120
YMR177W	NC_001145.3	616566	618098	+	1533	1624
YMR178W	NC_001145.3	618479	619303	+	825	3892
YMR179W	NC_001145.3	619858	622134	+	2277	1412
YMR180C	NC_001145.3	622251	623213	-	963	1293
YMR181C	NC_001145.3	623616	624080	-	465	8843
YMR182C	NC_001145.3	624532	625167	-	636	1101
YMR182W-A	NC_001145.3	625811	625897	+	87	51
YNCM0030W	NC_001145.3	626349	626654	+	306	264
YMR183C	NC_001145.3	626921	627808	-	888	3653
YMR184W	NC_001145.3	628189	628785	+	597	2627
YMR185W	NC_001145.3	629025	631970	+	2946	1961
YMR186W	NC_001145.3	632355	634472	+	2118	24276
YMR187C	NC_001145.3	634689	635984	-	1296	1140
YMR188C	NC_001145.3	636291	637004	-	714	2882
YMR189W	NC_001145.3	637500	640604	+	3105	3891
YMR190C	NC_001145.3	640915	645258	-	4344	1580
YMR191W	NC_001145.3	645656	646777	+	1122	5108
YMR192W	NC_001145.3	647118	649280	+	2163	1728
YMR193W	NC_001145.3	650036	650812	+	777	2237
YMR194W	NC_001145.3;NC_001145.3	651145;651624	651160;651910	+;+	303	6867
YNCM0031W	NC_001145.3	652275	652532	+	258	2168
YMR194C-B	NC_001145.3;NC_001145.3	652594;652848	652775;652887	-;-	222	2591
YMR195W	NC_001145.3	654034	654417	+	384	8096
YMR196W	NC_001145.3	655076	658342	+	3267	9294
YMR197C	NC_001145.3	658545	659198	-	654	2603
YMR198W	NC_001145.3	659745	661529	+	1785	862
YMR199W	NC_001145.3	662644	664284	+	1641	4215
YMR200W	NC_001145.3	664752	665522	+	771	4453
YMR201C	NC_001145.3;NC_001145.3	665845;667018	666933;667044	-;-	1116	1516
YNCM0032C	NC_001145.3	667288	667456	-	169	49
YMR202W	NC_001145.3	667537	668205	+	669	5605
YMR203W	NC_001145.3	668492	669655	+	1164	3858
YMR204C	NC_001145.3	670063	671325	-	1263	1112
YMR205C	NC_001145.3	671887	674766	-	2880	19800
YMR206W	NC_001145.3	675896	676837	+	942	4323
YMR207C	NC_001145.3	677193	683564	-	6372	2190
YMR208W	NC_001145.3	684467	685798	+	1332	2761
YMR209C	NC_001145.3	685911	687284	-	1374	1534
YMR210W	NC_001145.3	687516	688865	+	1350	1664
YMR211W	NC_001145.3	689083	690510	+	1428	990
YMR212C	NC_001145.3	690695	693043	-	2349	3023
YMR213W	NC_001145.3	693381	695153	+	1773	1622
YMR214W	NC_001145.3	695350	696483	+	1134	2928
YMR215W	NC_001145.3	696796	698370	+	1575	2627
YMR216C	NC_001145.3	698811	701039	-	2229	2668
YMR217W	NC_001145.3	701790	703367	+	1578	13461
YMR218C	NC_001145.3	703579	706887	-	3309	1406
YMR219W	NC_001145.3	707133	712109	+	4977	3961
YMR220W	NC_001145.3	712316	713671	+	1356	1927
YMR221C	NC_001145.3	713931	715445	-	1515	1031
YMR222C	NC_001145.3	715638	716309	-	672	770
YMR223W	NC_001145.3	716715	718130	+	1416	905
YMR224C	NC_001145.3	718575	720653	-	2079	1342
YMR225C	NC_001145.3;NC_001145.3	720960;721346	721198;721403	-;-	297	1667
YMR226C	NC_001145.3	721593	722396	-	804	5463
YMR227C	NC_001145.3	722613	724385	-	1773	2527
YMR228W	NC_001145.3	724626	725651	+	1026	946
YMR229C	NC_001145.3	725934	731123	-	5190	5370
YMR230W	NC_001145.3;NC_001145.3	732414;732876	732465;733141	+;+	318	15330
YMR230W-A	NC_001145.3	733268	733456	+	189	54
YMR231W	NC_001145.3	733545	736634	+	3090	1799
YMR232W	NC_001145.3	736926	738959	+	2034	648
YMR233W	NC_001145.3	739185	739865	+	681	1114
YMR234W	NC_001145.3	740266	741312	+	1047	1531
YMR235C	NC_001145.3	741512	742735	-	1224	5074
YMR236W	NC_001145.3	742971	743444	+	474	2162
YMR237W	NC_001145.3	743749	745923	+	2175	2477
YMR238W	NC_001145.3	746353	747729	+	1377	2632
YNCM0033C	NC_001145.3	747892	747963	-	72	2
YMR239C	NC_001145.3	748262	749677	-	1416	1445
YMR240C	NC_001145.3	749930	751240	-	1311	1940
YMR241W	NC_001145.3	751961	752905	+	945	4803
YMR242C	NC_001145.3;NC_001145.3	753225;754220	753742;754220	-;-	519	15722
YMR242W-A	NC_001145.3	754297	754386	+	90	35
YMR243C	NC_001145.3	754838	756166	-	1329	7958
YMR244W	NC_001145.3	757250	758317	+	1068	1174
YMR244C-A	NC_001145.3	758517	758831	-	315	2499
YMR246W	NC_001145.3	759807	761891	+	2085	31563
YNCM0034C	NC_001145.3	762110	763113	-	1004	3344
YMR247C	NC_001145.3	763351	768039	-	4689	2194
YNCM0035C	NC_001145.3	768369	768441	-	73	0
YMR247W-A	NC_001145.3	769283	769426	+	144	87
YMR250W	NC_001145.3	770801	772558	+	1758	15759
YMR251W	NC_001145.3	772915	774015	+	1101	593
YMR251W-A	NC_001145.3	774752	774931	+	180	31377
YMR252C	NC_001145.3	775315	775719	-	405	3380
YMR253C	NC_001145.3	775946	777190	-	1245	2140
YMR254C	NC_001145.3	777615	777923	-	309	111
YMR255W	NC_001145.3	778001	778567	+	567	3550
YMR256C	NC_001145.3	778945	779127	-	183	4468
YMR257C	NC_001145.3	779629	782031	-	2403	1856
YMR258C	NC_001145.3	782620	784281	-	1662	1992
YMR259C	NC_001145.3	784621	788883	-	4263	2083
YMR260C	NC_001145.3	789378	789839	-	462	7697
YMR261C	NC_001145.3	790205	793369	-	3165	5263
YMR262W	NC_001145.3	793726	794667	+	942	915
YMR263W	NC_001145.3	794919	795524	+	606	935
YMR264W	NC_001145.3	795805	796416	+	612	3284
YMR265C	NC_001145.3	796540	797925	-	1386	461
YMR266W	NC_001145.3	798518	801379	+	2862	1868
YMR267W	NC_001145.3	801772	802704	+	933	1885
YMR268C	NC_001145.3	802888	804222	-	1335	1170
YMR269W	NC_001145.3	804456	805091	+	636	2101
YMR270C	NC_001145.3	805326	806423	-	1098	1816
YMR271C	NC_001145.3	806865	807548	-	684	2502
YNCM0036C	NC_001145.3	808246	808317	-	72	1
YMR272C	NC_001145.3	809623	810777	-	1155	7580
YMR272W-B	NC_001145.3	811089	811196	+	108	31
YMR273C	NC_001145.3	811233	813980	-	2748	2081
YMR274C	NC_001145.3	814364	815311	-	948	634
YMR275C	NC_001145.3	815651	818581	-	2931	1675
YMR276W	NC_001145.3	818827	819948	+	1122	8512
YMR277W	NC_001145.3	820256	822454	+	2199	4338
YMR278W	NC_001145.3	822763	824631	+	1869	2734
YMR279C	NC_001145.3	824729	826351	-	1623	963
YMR280C	NC_001145.3	827028	831329	-	4302	3052
YMR281W	NC_001145.3	832339	833253	+	915	1267
YMR282C	NC_001145.3	833356	835098	-	1743	1497
YMR283C	NC_001145.3	835326	836867	-	1542	1075
YNCM0037W	NC_001145.3;NC_001145.3	837928;837981	837966;838016	+;+	75	0
YMR284W	NC_001145.3	838187	839995	+	1809	1207
YMR285C	NC_001145.3	840144	841691	-	1548	3795
YMR286W	NC_001145.3	841942	842202	+	261	2141
YMR287C	NC_001145.3	842436	845345	-	2910	1768
YMR288W	NC_001145.3	845571	848486	+	2916	1616
YMR289W	NC_001145.3	848685	849809	+	1125	2460
YMR290C	NC_001145.3	850074	851591	-	1518	3693
YMR291W	NC_001145.3	852630	854390	+	1761	3799
YMR292W	NC_001145.3;NC_001145.3	854795;854899	854816;855293	+;+	417	1433
YMR293C	NC_001145.3	855399	856793	-	1395	1428
YMR294W	NC_001145.3	856966	858087	+	1122	1833
YMR295C	NC_001145.3	858297	858890	-	594	15403
YMR296C	NC_001145.3	859215	860891	-	1677	5969
YMR297W	NC_001145.3	861922	863520	+	1599	29445
YMR298W	NC_001145.3	863819	864271	+	453	3272
YMR299C	NC_001145.3	864412	865350	-	939	1606
YMR300C	NC_001145.3	865559	867091	-	1533	6397
YMR301C	NC_001145.3	867555	869627	-	2073	1530
YMR302C	NC_001145.3	870073	872625	-	2553	2961
YMR303C	NC_001145.3	873291	874337	-	1047	958
YMR304W	NC_001145.3	874987	878679	+	3693	4125
YMR305C	NC_001145.3	879063	880232	-	1170	2876
YMR306W	NC_001145.3	881159	886516	+	5358	665
YMR307W	NC_001145.3	887003	888682	+	1680	25846
YMR308C	NC_001145.3	888952	892221	-	3270	6468
YMR309C	NC_001145.3	892988	895426	-	2439	8364
YMR310C	NC_001145.3	895716	896669	-	954	1586
YMR311C	NC_001145.3	896914	897603	-	690	7034
YMR312W	NC_001145.3	898405	899226	+	822	900
YMR313C	NC_001145.3	899379	901307	-	1929	2422
YMR314W	NC_001145.3	901709	902413	+	705	5530
YMR315W	NC_001145.3	902800	903849	+	1050	7155
YMR315W-A	NC_001145.3	904286	904393	+	108	118
YMR316W	NC_001145.3	904825	905835	+	1011	1652
YMR316C-A	NC_001145.3	905662	905973	-	312	46
YMR317W	NC_001145.3	907364	910786	+	3423	2083
YMR318C	NC_001145.3	911061	912143	-	1083	3487
YMR319C	NC_001145.3	912880	914538	-	1659	36475
YMR320W	NC_001145.3	916746	917051	+	306	2464
YMR321C	NC_001145.3	917579	917896	-	318	195
YMR322C	NC_001145.3	918366	919079	-	714	154
YMR323W	NC_001145.3	920088	921401	+	1314	101
YMR325W	NC_001145.3	922641	923015	+	375	90
YNL339C	NC_001146.8;NC_001146.8	371;6080	5931;6098	-;-	5580	4
YNL336W	NC_001146.8	8330	9475	+	1146	701
YNL335W	NC_001146.8	11452	12129	+	678	22
YNL334C	NC_001146.8	12208	12876	-	669	103
YNL333W	NC_001146.8	13267	14163	+	897	236
YNL332W	NC_001146.8	14832	15854	+	1023	236
YNL331C	NC_001146.8	16118	17248	-	1131	904
YNL330C	NC_001146.8	18001	19302	-	1302	3616
YNL329C	NC_001146.8	19541	22633	-	3093	2141
YNL328C	NC_001146.8	22834	23274	-	441	222
YNL327W	NC_001146.8	24048	27173	+	3126	7389
YNL326C	NC_001146.8	27337	28347	-	1011	1441
YNL325C	NC_001146.8	28739	31378	-	2640	1427
YNL323W	NC_001146.8	31944	33188	+	1245	1980
YNL322C	NC_001146.8	33294	34235	-	942	7043
YNL321W	NC_001146.8	34696	37422	+	2727	2058
YNL320W	NC_001146.8	37700	38554	+	855	1663
YNL318C	NC_001146.8	38707	40329	-	1623	1038
YNL317W	NC_001146.8	40619	42016	+	1398	1489
YNL316C	NC_001146.8	42071	43075	-	1005	911
YNL315C	NC_001146.8	43324	44280	-	957	3623
YNL314W	NC_001146.8	44447	45214	+	768	869
YNL313C	NC_001146.8	45308	48022	-	2715	3696
YNL312W	NC_001146.8;NC_001146.8	48287;48402	48293;49216	+;+	822	3590
YNL311C	NC_001146.8	49397	51688	-	2292	1400
YNL310C	NC_001146.8	51907	52431	-	525	1420
YNL309W	NC_001146.8	52662	53924	+	1263	1299
YNL308C	NC_001146.8	54122	55897	-	1776	9913
YNL307C	NC_001146.8	56446	57573	-	1128	4133
YNL306W	NC_001146.8	58155	58808	+	654	4319
YNL305C	NC_001146.8	58898	59791	-	894	5466
YNL304W	NC_001146.8	60297	61550	+	1254	1725
YNL302C	NC_001146.8;NC_001146.8	61958;62924	62372;62943	-;-	435	19737
YNL301C	NC_001146.8;NC_001146.8	63570;64451	64018;64562	-;-	561	2432
YNL300W	NC_001146.8	65744	66052	+	309	2009
YNL299W	NC_001146.8	66517	68445	+	1929	2332
YNL298W	NC_001146.8	68915	71443	+	2529	2118
YNL297C	NC_001146.8	71673	76583	-	4911	2749
YNL295W	NC_001146.8	76946	78520	+	1575	1417
YNL294C	NC_001146.8	78659	80260	-	1602	3718
YNL293W	NC_001146.8	80640	82541	+	1902	2430
YNL292W	NC_001146.8	82806	84017	+	1212	1569
YNL291C	NC_001146.8	84169	85815	-	1647	1326
YNL290W	NC_001146.8	86218	87240	+	1023	2321
YNL289W	NC_001146.8	87897	88736	+	840	5254
YNCN0001W	NC_001146.8	89210	89306	+	97	26
YNL288W	NC_001146.8	90303	91424	+	1122	2671
YNL287W	NC_001146.8	91994	94801	+	2808	6795
YNL286W	NC_001146.8	95223	96080	+	858	1761
YNCN0002C	NC_001146.8	96241	96312	-	72	10
YNL284C-B	NC_001146.8	96964	102232	-	5269	88
YNL284C-A	NC_001146.8	100910	102232	-	1323	0
YNCN0003W	NC_001146.8	102716	102789	+	74	19
YNL284C	NC_001146.8	103134	104102	-	969	3149
YNCN0004W	NC_001146.8	104805	104877	+	73	2
YNL283C	NC_001146.8	105184	106695	-	1512	1117
YNL282W	NC_001146.8	107687	108274	+	588	597
YNL281W	NC_001146.8	108467	108928	+	462	3373
YNL280C	NC_001146.8	109095	110411	-	1317	2586
YNL279W	NC_001146.8	110917	112902	+	1986	1272
YNL278W	NC_001146.8	113271	116453	+	3183	914
YNL277W-A	NC_001146.8	116679	116867	+	189	199
YNL277W	NC_001146.8	117349	118809	+	1461	2669
YNL275W	NC_001146.8	119268	120998	+	1731	1109
YNL274C	NC_001146.8	121118	122170	-	1053	2220
YNL273W	NC_001146.8	122883	126599	+	3717	1493
YNL272C	NC_001146.8	126805	129084	-	2280	2879
YNL271C	NC_001146.8	129522	135383	-	5862	4106
YNL270C	NC_001146.8	135940	137661	-	1722	497
YNL269W	NC_001146.8	137699	138094	+	396	107
YNL268W	NC_001146.8	138550	140385	+	1836	12144
YNL267W	NC_001146.8	140878	144078	+	3201	3681
YNL265C	NC_001146.8;NC_001146.8	144280;145255	145149;145281	-;-	897	2442
YNL264C	NC_001146.8	145563	146615	-	1053	1719
YNL263C	NC_001146.8	146896	147840	-	945	4001
YNL262W	NC_001146.8	148212	154880	+	6669	2835
YNL261W	NC_001146.8	155100	156539	+	1440	813
YNL260C	NC_001146.8	156859	157347	-	489	478
YNL259C	NC_001146.8	157644	157865	-	222	1906
YNL258C	NC_001146.8	158109	160373	-	2265	2397
YNL257C	NC_001146.8	160631	164320	-	3690	1645
YNL256W	NC_001146.8	164623	167097	+	2475	2623
YNL255C	NC_001146.8	167329	167790	-	462	7957
YNL254C	NC_001146.8	168043	169248	-	1206	7553
YNL253W	NC_001146.8	170018	171286	+	1269	2171
YNL252C	NC_001146.8	171441	172286	-	846	2664
YNL251C	NC_001146.8	172588	174315	-	1728	2493
YNL250W	NC_001146.8	175410	179348	+	3939	1002
YNL249C	NC_001146.8	179394	181022	-	1629	970
YNL248C	NC_001146.8	181361	182608	-	1248	4155
YNL247W	NC_001146.8	182875	185178	+	2304	6747
YNL246W	NC_001146.8;NC_001146.8	185460;185587	185491;186349	+;+	795	2611
YNL245C	NC_001146.8	186346	186885	-	540	1248
YNL244C	NC_001146.8	187170	187496	-	327	13669
YNL243W	NC_001146.8	188051	190957	+	2907	8898
YNL242W	NC_001146.8	191324	196102	+	4779	2194
YNL241C	NC_001146.8	196426	197943	-	1518	14129
YNL240C	NC_001146.8	198502	199977	-	1476	3477
YNL239W	NC_001146.8	200569	201933	+	1365	9877
YNL238W	NC_001146.8	202428	204872	+	2445	3523
YNL237W	NC_001146.8	205188	206567	+	1380	977
YNL236W	NC_001146.8	206930	209854	+	2925	1508
YNL234W	NC_001146.8	210233	211513	+	1281	841
YNL233W	NC_001146.8	211922	214600	+	2679	2459
YNL232W	NC_001146.8	214923	215801	+	879	3283
YNL231C	NC_001146.8	215987	217042	-	1056	2763
YNL230C	NC_001146.8	217523	218662	-	1140	955
YNL229C	NC_001146.8	219137	220201	-	1065	4560
YNL227C	NC_001146.8	220659	222431	-	1773	2332
YNL225C	NC_001146.8	222724	224469	-	1746	2090
YNL224C	NC_001146.8	224796	227099	-	2304	2336
YNL223W	NC_001146.8	227370	228854	+	1485	1948
YNL222W	NC_001146.8	229094	229714	+	621	434
YNCN0005C	NC_001146.8	230105	230672	-	568	1523
YNL221C	NC_001146.8	231068	233695	-	2628	2950
YNL220W	NC_001146.8	234413	235714	+	1302	10174
YNL219C	NC_001146.8	235996	237663	-	1668	3544
YNL218W	NC_001146.8	238238	240001	+	1764	1756
YNL217W	NC_001146.8	240331	241311	+	981	2595
YNL216W	NC_001146.8	241689	244172	+	2484	5730
YNL215W	NC_001146.8	244468	245430	+	963	2579
YNL214W	NC_001146.8	245617	246216	+	600	643
YNL213C	NC_001146.8	246460	247104	-	645	2047
YNL212W	NC_001146.8	247461	249809	+	2349	4769
YNL211C	NC_001146.8	250055	250315	-	261	541
YNL210W	NC_001146.8	250931	251743	+	813	450
YNL209W	NC_001146.8	252059	253900	+	1842	28861
YNL208W	NC_001146.8	254418	255017	+	600	29533
YNL207W	NC_001146.8	255353	256630	+	1278	2372
YNL206C	NC_001146.8	256788	258155	-	1368	3676
YNL204C	NC_001146.8	258375	259277	-	903	531
YNL202W	NC_001146.8	259578	260456	+	879	1540
YNL201C	NC_001146.8	260627	263203	-	2577	2725
YNL200C	NC_001146.8	263713	264453	-	741	8581
YNL199C	NC_001146.8	264926	266530	-	1605	4121
YNL197C	NC_001146.8	267608	269593	-	1986	2523
YNL196C	NC_001146.8	270275	271171	-	897	216
YNL195C	NC_001146.8	271523	272308	-	786	2203
YNL194C	NC_001146.8	272710	273615	-	906	1123
YNL193W	NC_001146.8	274368	276044	+	1677	866
YNL192W	NC_001146.8	276502	279897	+	3396	6296
YNL191W	NC_001146.8	280432	281505	+	1074	1552
YNL190W	NC_001146.8	282395	283009	+	615	5836
YNL189W	NC_001146.8	284260	285888	+	1629	6606
YNL188W	NC_001146.8	286308	287609	+	1302	1815
YNL187W	NC_001146.8	287994	289067	+	1074	814
YNL186W	NC_001146.8	289498	291876	+	2379	4948
YNL185C	NC_001146.8	292193	292669	-	477	1255
YNL184C	NC_001146.8	292557	292883	-	327	101
YNL183C	NC_001146.8	293137	295509	-	2373	2816
YNL182C	NC_001146.8	295960	297627	-	1668	2254
YNL181W	NC_001146.8	298335	299558	+	1224	1819
YNL180C	NC_001146.8	299654	300649	-	996	11041
YNL178W	NC_001146.8	302680	303402	+	723	46492
YNL177C	NC_001146.8	303686	304615	-	930	2973
YNL176C	NC_001146.8	305070	306980	-	1911	3225
YNL175C	NC_001146.8	307401	308612	-	1212	2339
YNL173C	NC_001146.8	308957	310057	-	1101	3129
YNL172W	NC_001146.8	310636	315882	+	5247	1287
YNL169C	NC_001146.8	316169	317671	-	1503	2193
YNL168C	NC_001146.8	318030	318809	-	780	1719
YNL167C	NC_001146.8	319416	321359	-	1944	1415
YNL166C	NC_001146.8	322219	323565	-	1347	3515
YNL165W	NC_001146.8	323832	325052	+	1221	1520
YNL164C	NC_001146.8	325265	326320	-	1056	1766
YNL163C	NC_001146.8	326741	330073	-	3333	3480
YNL162W-A	NC_001146.8	330329	330547	+	219	279
YNL162W	NC_001146.8;NC_001146.8	331322;331838	331325;332154	+;+	321	9012
YNL161W	NC_001146.8	332597	334867	+	2271	4008
YNL160W	NC_001146.8	336545	337609	+	1065	17236
YNL159C	NC_001146.8	338478	339347	-	870	1565
YNL158W	NC_001146.8	339612	340208	+	597	1285
YNL157W	NC_001146.8	340352	340858	+	507	5310
YNL156C	NC_001146.8	341069	341968	-	900	2948
YNL155C-A	NC_001146.8	341911	342135	-	225	506
YNL155W	NC_001146.8	342516	343340	+	825	3022
YNL154C	NC_001146.8	343636	345276	-	1641	6500
YNL153C	NC_001146.8	345669	346058	-	390	2228
YNL152W	NC_001146.8	346313	347542	+	1230	1426
YNL151C	NC_001146.8	347766	348521	-	756	2404
YNL149C	NC_001146.8	349367	349756	-	390	3786
YNL148C	NC_001146.8	349907	350671	-	765	929
YNL147W	NC_001146.8;NC_001146.8	350940;351054	350957;351383	+;+	348	2483
YNL146C-A	NC_001146.8	351386	351580	-	195	53
YNL146W	NC_001146.8	351715	352017	+	303	219
YNL145W	NC_001146.8	352414	352530	+	117	113
YNL144C	NC_001146.8	352820	355042	-	2223	6937
YNL143C	NC_001146.8	356794	357186	-	393	301
YNL142W	NC_001146.8	357453	358952	+	1500	2579
YNL141W	NC_001146.8	359596	360639	+	1044	5523
YNL140C	NC_001146.8	360917	361486	-	570	5
YNL139C	NC_001146.8	360924	365717	-	4794	1536
YNL138W-A	NC_001146.8;NC_001146.8	366033;366158	366035;366412	+;+	258	820
YNL138W	NC_001146.8	366741	368321	+	1581	6036
YNL137C	NC_001146.8	368595	370055	-	1461	2867
YNL136W	NC_001146.8	370368	371645	+	1278	3352
YNL135C	NC_001146.8	371882	372226	-	345	19455
YNL134C	NC_001146.8	372451	373581	-	1131	10151
YNL133C	NC_001146.8	374171	374692	-	522	886
YNCN0006W	NC_001146.8;NC_001146.8	374869;374924	374905;374959	+;+	73	2
YNL132W	NC_001146.8	375321	378491	+	3171	2781
YNL131W	NC_001146.8	378767	379225	+	459	4474
YNL130C	NC_001146.8;NC_001146.8	379558;380782	380689;380831	-;-	1182	1540
